# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
 1240.0000,158720.0000, 2246.2227,    0.9922,    0.9492, 1048.0768
 1250.0000,160000.0000, 2319.0938,    0.9844,    0.9492, 1055.7756
 1260.0000,161280.0000, 7657.4668,    0.9766,    0.9531, 1065.2794
 1270.0000,162560.0000,   52.2246,    0.9922,    0.9531, 1073.4590
 1280.0000,163840.0000,    0.0000,    1.0000,    0.9453, 1082.6406
 1290.0000,165120.0000, 1957.2461,    0.9922,    0.9375, 1091.4086
 1300.0000,166400.0000,    0.0000,    1.0000,    0.9375, 1100.5930
 1310.0000,167680.0000, 1648.4355,    0.9922,    0.9336, 1109.9849
 1320.0000,168960.0000,  392.0469,    0.9922,    0.9297, 1118.2373
 1330.0000,170240.0000,    0.0000,    1.0000,    0.9414, 1125.6098
 1340.0000,171520.0000,    0.0000,    1.0000,    0.9414, 1133.7862
 1350.0000,172800.0000,  551.0957,    0.9922,    0.9180, 1142.0262
 1360.0000,174080.0000,  535.1191,    0.9922,    0.9297, 1152.1389
 1370.0000,175360.0000,    0.0000,    1.0000,    0.9297, 1160.3292
 1380.0000,176640.0000, 2516.1172,    0.9922,    0.9336, 1168.9508
 1390.0000,177920.0000,    0.0000,    1.0000,    0.9336, 1177.7384
 1400.0000,179200.0000,    0.0000,    1.0000,    0.9375, 1186.2660
 1410.0000,180480.0000,    0.0000,    1.0000,    0.9414, 1195.2474
 1420.0000,181760.0000,    0.0000,    1.0000,    0.9297, 1203.4563
 1430.0000,183040.0000,    0.0000,    1.0000,    0.9375, 1211.9707
 1440.0000,184320.0000,    0.0000,    1.0000,    0.9219, 1220.4737
 1450.0000,185600.0000,    0.0000,    1.0000,    0.9414, 1228.9385
 1460.0000,186880.0000,    0.0000,    1.0000,    0.9414, 1238.5837
 1470.0000,188160.0000,  639.5254,    0.9922,    0.9492, 1246.8000
 1480.0000,189440.0000,  507.8750,    0.9922,    0.9648, 1254.9120
 1490.0000,190720.0000,    0.0000,    1.0000,    0.9492, 1262.3798
 1500.0000,192000.0000,  535.6914,    0.9922,    0.9570, 1271.0262
 1510.0000,193280.0000, 1558.0000,    0.9922,    0.9492, 1280.6307
 1520.0000,194560.0000,    0.0000,    1.0000,    0.9258, 1288.8137
 1530.0000,195840.0000,    0.0000,    1.0000,    0.9453, 1296.9453
 1540.0000,197120.0000,    0.0000,    1.0000,    0.9414, 1305.1197
 1550.0000,198400.0000,  498.2422,    0.9922,    0.9336, 1313.2584
 1560.0000,199680.0000,    0.0000,    1.0000,    0.9492, 1322.5162
