# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
 1370.0000,175360.0000,  217.5076,    0.9766,    0.9805,  537.0327
 1380.0000,176640.0000,  188.0801,    0.9688,    0.9688,  540.9129
 1390.0000,177920.0000,  133.1918,    0.9844,    0.9805,  544.7992
 1400.0000,179200.0000,  179.6102,    0.9844,    0.9805,  548.7354
 1410.0000,180480.0000,   54.7215,    0.9922,    0.9805,  552.6166
 1420.0000,181760.0000,  203.6774,    0.9531,    0.9844,  556.5078
 1430.0000,183040.0000,  130.3879,    0.9766,    0.9727,  560.3591
 1440.0000,184320.0000,    9.0756,    0.9922,    0.9727,  564.2173
 1450.0000,185600.0000,   60.2140,    0.9922,    0.9766,  568.0595
 1460.0000,186880.0000,   64.6339,    0.9766,    0.9805,  571.9187
 1470.0000,188160.0000,  187.9136,    0.9688,    0.9844,  575.7799
 1480.0000,189440.0000,    0.1248,    0.9922,    0.9805,  579.6352
 1490.0000,190720.0000,  179.4637,    0.9531,    0.9805,  583.5824
 1500.0000,192000.0000,  239.5781,    0.9844,    0.9727,  587.6376
 1510.0000,193280.0000,   78.5519,    0.9766,    0.9727,  591.5968
 1520.0000,194560.0000,   43.1151,    0.9922,    0.9727,  595.5751
 1530.0000,195840.0000,   85.1381,    0.9922,    0.9766,  599.5953
 1540.0000,197120.0000,  175.7018,    0.9531,    0.9844,  603.6005
 1550.0000,198400.0000,   63.1021,    0.9766,    0.9883,  607.5828
 1560.0000,199680.0000,  223.7904,    0.9766,    0.9883,  611.6470
